mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
6	6	0	0	4/4	3	1	V6						a	i		V6	V		6					M	1	1	8, 5, 4		4.0	8.0	0	4	0.0	0.0	2.0	0.0
6	6	1/2	1/2	4/4	3	1	i						a	i		i	i							m	1	1	3, 0, 4		3.0	3.0	0	8	0.0	0.0	1.75	0.0
7	7	0	0	4/4	3	1	v.V2						a	v		V2	V		2					Mm7	1	1	3, 5, 9, 6		5.0	3.0	0	5	0.0	0.0	1.0	0.0
7	7	1/4	1/4	4/4	3	1	iv6						a	v		iv6	iv		6					m	1	1	0, 4, 3		3.0	0.0	0	4	0.0	0.0	0.75	0.0
7	7	7/16	7/16	4/4	3	1	iv7						a	v		iv7	iv		7					mm7	1	1	3, 0, 4, 1		3.0	3.0	0	4	0.0	0.0	0.25	0.0
7	7	1/2	1/2	4/4	3	1	V(64)						a	v		V(64)	V			64				M	1	1	5, 4, 1		5.0	5.0	0	4	0.0	0.0	1.125	0.0
7	7	3/4	3/4	4/4	3	1	V(4)						a	v		V(4)	V			4				M	1	1	5, 4, 6		5.0	5.0	0	3	0.0	0.0	0.75	0.0
7	7	7/8	7/8	4/4	3	1	V						a	v		V	V							M	1	1	5, 9, 6		5.0	5.0	0	1	0.0	0.0	0.125	0.0
8	8	0	0	4/4	3	1	i|PAC}						a	v		i	i					PAC	}	m	1	1	4, 1, 5		4.0	4.0	0	8	0.0	0.0	1.75	0.0
8	8	1/2	1/2	4/4	3	1	i.V65/iv						a	i		V65/iv	V		65		iv			Mm7	1	1	7, 4, 1, 3		3.0	7.0	1	7	0.125	0.0625	1.9375	0.03125
9	9	0	0	4/4	3	1	iv						a	i		iv	iv							m	1	1	2, -1, 3		2.0	2.0	0	8	0.0	0.0	1.75	0.0
9	9	1/2	1/2	4/4	3	1	V65/III						a	i		V65/III	V		65		III			Mm7	1	1	5, 2, -1, 1		1.0	5.0	1	7	0.125	0.0625	1.9375	0.03125
10	10	0	0	4/4	3	1	III						a	i		III	III							M	1	1	0, 4, 1		0.0	0.0	0	8	0.0	0.0	1.75	0.0
10	10	1/2	1/2	4/4	3	1	V6	0	2.92533	-2.77529	/		a	i		V6	V		6					M	1	1	8, 5, 4		4.0	8.0	2	6	0.25	0.25	1.75	0.125
11	11	0	0	4/4	3	1	i						a	i		i	i							m	1	1	3, 0, 4		3.0	3.0	0	5	0.0	0.0	1.125	0.0
11	11	1/4	1/4	4/4	3	1	v6						a	i		v6	v		6					m	1	1	1, 5, 4		4.0	1.0	0	4	0.0	0.0	1.0	0.0
11	11	1/2	1/2	4/4	3	1	iv6(2)						a	i		iv6(2)	iv		6	2				m	1	1	-1, 3, 4		2.0	-1.0	0	4	0.0	0.0	1.25	0.0
11	11	3/4	3/4	4/4	3	1	iv6						a	i		iv6	iv		6					m	1	1	-1, 3, 2		2.0	-1.0	0	1	0.0	0.0	0.25	0.0
11	11	7/8	7/8	4/4	3	1	iio6						a	i		iio6	ii	o	6					o	1	1	2, -1, 5		5.0	2.0	0	3	0.0	0.0	0.375	0.0
12	12	0	0	4/4	3	1	V7						a	i		V7	V		7					Mm7	1	1	4, 8, 5, 2		4.0	4.0	0	4	0.0	0.0	1.0	0.0
12	12	3/8	3/8	4/4	3	1	i						a	i		i	i							m	1	1	3, 0, 4		3.0	3.0	0	4	0.0	0.0	0.5	0.0
12	12	1/2	1/2	4/4	3	1	IV						a	i		IV	IV							M	1	1	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.625	0.0
12	12	5/8	5/8	4/4	3	1	V7						a	i		V7	V		7					Mm7	1	1	4, 8, 5, 2		4.0	4.0	0	3	0.0	0.0	0.375	0.0
12	12	3/4	3/4	4/4	3	1	iv6						a	i		iv6	iv		6					m	1	1	-1, 3, 2		2.0	-1.0	1	3	0.25	0.125	0.5	0.2
12	12	7/8	7/8	4/4	3	1	ii%65						a	i		ii%65	ii	%	65					%7	1	1	2, -1, 3, 5		5.0	2.0	0	3	0.0	0.0	0.375	0.0
13	13	0	0	4/4	3	1	V(64)						a	i		V(64)	V			64				M	1	1	4, 3, 0		4.0	4.0	0	4	0.0	0.0	1.0	0.0
13	13	1/4	1/4	4/4	3	1	V						a	i		V	V							M	1	1	4, 8, 5		4.0	4.0	0	4	0.0	0.0	1.0	0.0
13	13	1/2	1/2	4/4	3	1	i|PAC}						a	i		i	i					PAC	}	m	1	1	3, 0, 4		3.0	3.0	0	4	0.0	0.0	1.125	0.0
13	13	3/4	3/4	4/4	3	1	v6{						a	i		v6	v		6				{	m	1	1	1, 5, 4		4.0	1.0	0	4	0.0	0.0	0.875	0.0
14	14	0	0	4/4	3	1	iv6(2)						a	i		iv6(2)	iv		6	2				m	1	1	-1, 3, 4		2.0	-1.0	0	4	0.0	0.0	1.75	0.0
14	14	1/4	1/4	4/4	3	1	iv6						a	i		iv6	iv		6					m	1	1	-1, 3, 2		2.0	-1.0	0	1	0.0	0.0	0.25	0.0
14	14	1/2	1/2	4/4	3	1	V|HC}	0.1	3.5		/		a	i		V	V					HC	}	M	1	1	4, 8, 5		4.0	4.0	0	4	0.0	0.0	2.0	0.0
